"bot","username","cnt"
false,"Sophivorus","1"
false,"Ain'tThatSomeShit","1"
false,"187.26.166.118","1"
false,"Sarah Layton","1"
false,"Asdert","1"
false,"Jcfidy","1"
false,"Antemister","1"
false,"161.149.63.239","1"
false,"Well-Informed Optimist","1"
false,"XXLVenom999","1"
false,"Ulv80","1"
false,"196.112.225.228","1"
false,"190.199.249.206","1"
false,"Youx.Lecomte","1"
false,"DKMell","1"
false,"Definitiv","1"
false,"186.29.182.57","1"
false,"Annapearll","1"
false,"Massimo Telò","1"
false,"Horst Bachhuber","1"
false,"Rebekkachhom","1"
false,"BlindNight","1"
false,"Thuvack","1"
false,"Antonio1952","1"
false,"188.218.169.116","1"
false,"Nurg","1"
false,"Jim.henderson","1"
false,"2A02:1203:ECB9:FDE0:543F:F59A:D305:7F1D","1"
false,"105.112.10.126","1"
false,"Gökhankaymakci","1"
false,"2601:42:900:2B00:5C8E:AF97:BC89:F0A3","1"
false,"Cocolacoste","1"
false,"178.24.20.86","1"
false,"90.126.60.60","1"
false,"Bran005","1"
false,"JonnyJonny","1"
false,"Paweł Ziemian","1"
false,"Michi81","1"
false,"2605:E000:7DD5:2100:4D5F:B74A:2567:BA61","1"
false,"Роман Сизий","1"
false,"SAİT71","1"
false,"Beatrice","1"
false,"MyNameIsASDF","1"
false,"BuschBohne","1"
false,"93.146.82.184","1"
false,"Bkonrad","1"
false,"KäptnZwack","1"
false,"83.220.237.119","1"
false,"Hunu","1"
false,"ATS B INFORMATIQUE - TECHNOLOGIE","1"
false,"Чръный человек","1"
false,"86.40.6.223","1"
false,"83.237.62.65","1"
false,"Anagram16","1"
false,"6PO","1"
false,"WEWEE","1"
false,"Manxuc","1"
false,"Ohchizgixohcpj","1"
false,"79.177.110.136","1"
false,"2A02:1205:34ED:7540:21F8:E917:AC57:C8EA","1"
false,"Florian.Reitz","1"
false,"JayFayza","1"
false,"DragonRainbow","1"
false,"Vergerus","1"
false,"Roberto g192","1"
false,"Brianboulton","1"
false,"Annika64","1"
false,"Magnetomage","1"
false,"Jules78120","1"
false,"87.21.5.208","1"
false,"NuclearMissile","1"
false,"Saroj Pramanik","1"
false,"MireiIchimura","1"
false,"69.6.167.58","1"
false,"Zieglhar","1"
false,"Dm","1"
false,"2607:FEA8:20E0:1BF:50AD:6DAF:F8A1:8A53","1"
false,"Pelmeen10","1"
false,"Green WU","1"
false,"2003:4C:6925:1B00:99BD:85DC:A01C:2DA6","1"
false,"2003:D9:13CB:800:7CCB:9B2C:EA3F:57F1","1"
false,"188.163.9.16","1"
false,"Samat","1"
false,"Krõõbu","1"
false,"Cartoon network freak","1"
false,"AMCXXL","1"
false,"2001:A61:180A:5901:16DA:E9FF:FE2E:A375","1"
false,"Frédéric-FR","1"
false,"Oranjelo100","1"
false,"109.234.47.246","1"
false,"Zigzig20s","1"
false,"Ariobarzan","1"
false,"208.96.71.244","1"
false,"90.3.240.41","1"
false,"74.50.213.97","1"
false,"Mirek46","1"
false,"Midnightblueowl","1"
false,"ChrisKistler","1"
false,"80.143.215.74","1"
false,"84.208.210.239","1"
false,"Josekale","1"
false,"Ceyockey","1"
false,"Teblick","1"
false,"TARDIS Builder","1"
false,"194.96.31.98","1"
false,"Sidonie61","1"
false,"The Bushranger","1"
false,"Mpj7","1"
false,"Paul Brussel","1"
false,"79.42.229.18","1"
false,"Tractopelle-jaune","1"
false,"109.172.15.7","1"
false,"Carlos yo","1"
false,"69.47.62.150","1"
false,"153.171.178.31","1"
false,"Vardik9","1"
false,"193.80.72.190","1"
false,"189.32.62.250","1"
false,"Diligent","1"
false,"Fjramosr98","1"
false,"2A02:8070:8982:6600:3041:AD1C:BA97:891A","1"
false,"Tosera","1"
false,"88.174.247.27","1"
false,"91.246.95.7","1"
false,"Assayas","1"
false,"5.90.158.80","1"
false,"80.236.72.225","1"
false,"Frökennostalgi","1"
false,"October Ends","1"
false,"RJGray","1"
false,"Altamel","1"
false,"Takvaal","1"
false,"Spedona","1"
false,"PereslavlFoto","1"
false,"Żyrafał","1"
false,"Yodigo","1"
false,"Jeblad","1"
false,"2600:100C:B205:5D83:70BA:6371:84CB:8391","1"
false,"Camboxer","1"
false,"Simon","1"
false,"Manuelarosi","1"
false,"217.225.134.153","1"
false,"Franckecito","1"
false,"5.62.132.134","1"
false,"BrThomas","1"
false,"Coladar","1"
false,"31.182.168.70","1"
false,"Toïlev","1"
false,"185.89.218.244","1"
false,"51.39.103.203","1"
false,"Rosiestep","1"
false,"196.120.55.48","1"
false,"46.135.2.146","1"
false,"90.127.125.6","1"
false,"2602:306:CEB8:7CE0:659D:4924:6EFB:64A0","1"
false,"174.0.7.123","1"
false,"Fdssdf","1"
false,"Tinz","1"
false,"Wostr","1"
false,"Acebot","1"
false,"Rugby.change","1"
false,"Thimmingit","1"
false,"141.226.162.168","1"
false,"Hgorlero","1"
false,"Garuda28","1"
false,"Person or Persons Unknown","1"
false,"The Banner","1"
false,"Woches","1"
false,"BatteryIncluded","1"
false,"NewYorkActuary","1"
false,"JWBE","1"
false,"Wang Chong","1"
false,"Carmaker1","1"
false,"188.29.164.56","1"
false,"Freddy eduardo","1"
false,"Jillypie88","1"
false,"Davidng913","1"
false,"1292simon","1"
false,"Nilko753","1"
false,"83.220.238.14","1"
false,"Azariel","1"
false,"TJRC","1"
false,"Quarz","1"
false,"Nicola","1"
false,"UKBot","1"
false,"2604:2D80:C81E:8E6B:190C:5CFD:61AF:1931","1"
false,"Uriel1022","1"
false,"IBBBuz","1"
false,"Dwight666","1"
false,"178.38.71.114","1"
false,"اسماعیل،، 64","1"
false,"2.35.7.61","1"
false,"Dahn","1"
false,"Mustakin mollah","1"
false,"87.9.221.163","1"
false,"Ground Zero","1"
false,"47.53.172.129","1"
false,"Tk420","1"
false,"Самарџија","1"
false,"187.78.164.63","1"
false,"Fruflea","1"
false,"46.10.138.37","1"
false,"Negre2","1"
false,"Toghebon","1"
false,"HERCVLES","1"
false,"24.118.117.98","1"
false,"93.151.230.140","1"
false,"Fawiki","1"
false,"178.197.224.152","1"
false,"62.19.87.126","1"
false,"Mehman97","1"
false,"Shamash","1"
false,"Taras1976","1"
false,"SamWinchester000","1"
false,"Franz Halac","1"
false,"Bahnthaler","1"
false,"Weleesa","1"
false,"Hungarikusz Firkász","1"
false,"JanetBest","1"
false,"89.180.6.169","1"
false,"P Aculeius","1"
false,"Sitacuisses","1"
false,"Neomoses","1"
false,"Andrew J.Kurbiko","1"
false,"Tsui","1"
false,"Wikielwikingo","1"
false,"Domme07","1"
false,"Kaybug 07","1"
false,"Birgerbar","1"
false,"2601:601:100:3184:45C1:41B1:AAC5:7620","1"
false,"188.133.127.81","1"
false,"70.187.10.196","1"
false,"Brahim-essaidi","1"
false,"Tom-1674","1"
false,"TheBeastdot","1"
false,"Britinvasion64","1"
false,"Baldurar","1"
false,"Ladsgroup","1"
false,"Grimpz","1"
false,"Peter17","1"
false,"Carptrash","1"
false,"Pratty","1"
false,"Davidcavieres","1"
false,"TheOnlyOne12","1"
false,"Malta.nyhaza","1"
false,"82.132.214.76","1"
false,"Revibot II","1"
false,"佐野宗平","1"
false,"Lone Internaut","1"
false,"Eme Alfonso","1"
false,"DavidWBrooks","1"
false,"رامي مناف","1"
false,"Aftabuzzaman","1"
false,"Bookvaedina","1"
false,"Arturo63","1"
false,"H.I.Nuhn","1"
false,"188.162.64.23","1"
false,"178.220.177.169","1"
false,"Nickel nitride","1"
false,"De Wikischim","1"
false,"MuzikMachine","1"
false,"Mz7","1"
false,"The photonaut","1"
false,"Lugimax","1"
false,"Roksi1","1"
false,"Youngmom12","1"
false,"SitizenX","1"
false,"CommiePinko","1"
false,"AddictedToDrawing","1"
false,"Raymac","1"
false,"109.80.75.142","1"
false,"2600:387:1:809:0:0:0:89","1"
false,"Jmorrison230582","1"
false,"Anne Bauval","1"
false,"Archive wolf","1"
false,"211.36.137.90","1"
false,"2.191.63.25","1"
false,"Reza4608","1"
false,"Gilles Mairet","1"
false,"Aquintero82","1"
false,"Johnuniq","1"
false,"Emmridet","1"
false,"Nabataeus","1"
false,"Ichigozasuke","1"
false,"86.162.58.187","1"
false,"Bri","1"
false,"2602:304:28AB:9EE0:B404:E174:35E:75AD","1"
false,"Erudite Manatee","1"
false,"Kiro Vermaas","1"
false,"46.164.80.162","1"
false,"Netpilots","1"
false,"Leytor","1"
false,"Mjs32193","1"
false,"Ymnes","1"
false,"36.238.206.243","1"
false,"Jamiri","1"
false,"Hermod","1"
false,"Penny Richards","1"
false,"Soued031","1"
false,"BlackPanther2013","1"
false,"TalianaVargas123","1"
false,"2A00:1028:919B:8E26:B5FB:614A:1A18:F5E9","1"
false,"Seesternschnuppe","1"
false,"111.93.6.186","1"
false,"2601:205:C100:627F:17F:9DB1:7A6B:DD76","1"
false,"Justinzimmer3434","1"
false,"Continentaleurope","1"
false,"Loper12321","1"
false,"Mats mats","1"
false,"Leysan82","1"
false,"Baileybobfam","1"
false,"90.63.113.110","1"
false,"HsBerlin01","1"
false,"82.61.203.110","1"
false,"98Maria19","1"
false,"Anjo-sozinho","1"
false,"142.161.81.20","1"
false,"XMTX","1"
false,"Jbc2099","1"
false,"KoriAna 1","1"
false,"Trijnstel","1"
false,"Pierre BALIGAND","1"
false,"Jk4u59","1"
false,"89.180.183.239","1"
false,"Bilal.fidele","1"
false,"Polkovnik blazer","1"
false,"Jith12","1"
false,"82.128.159.123","1"
false,"YBot","1"
false,"2601:204:D103:F16E:E06C:921F:2C63:AFD","1"
false,"Abdelfatah tifidat","1"
false,"Puskás Zoli","1"
false,"89.245.162.110","1"
false,"Mattia100","1"
false,"190.52.60.57","1"
false,"2003:D1:B3DB:E222:AC10:4D7:EC5A:FD4B","1"
false,"Cognissonance","1"
false,"Lord Stamfordham","1"
false,"Xia X","1"
false,"89.155.163.4","1"
false,"TorSch","1"
false,"Issa Icon K Kabba","1"
false,"薛康","1"
false,"MichielDMN","1"
false,"SSGB","1"
false,"MarkHunt","1"
false,"2804:431:D718:8670:9CBA:6140:A773:C0BC","1"
false,"91.155.3.32","1"
false,"Klaas~jawiki","1"
false,"86.151.178.211","1"
false,"71.174.125.94","1"
false,"Continental fresh","1"
false,"Shamrox","1"
false,"POUDRAS-HUSS","1"
false,"Arthusse","1"
false,"Creuzbourg","1"
false,"Abderitestatos","1"
false,"Bouhours Jean-Michel","1"
false,"Rahul raj saurabh","1"
false,"Max96","1"
false,"Zephalis","1"
false,"JafarAlSaman","1"
false,"DanielAhlonga","1"
false,"201.229.81.185","1"
false,"Khalid sadeq","1"
false,"Alooosh998877","1"
false,"MIDI","1"
false,"Katolophyromai","1"
false,"LudoLeBossu","1"
false,"Vylytyn","1"
false,"НСНУ","1"
false,"Floflo","1"
false,"157.157.28.3","1"
false,"Aspro","1"
false,"ArtikelMaster","1"
false,"Newdarwin","1"
false,"2600:1702:5D0:67E0:61BF:6B2E:6BB9:43F3","1"
false,"NB80","1"
false,"Sb2001","1"
false,"100.35.179.151","1"
false,"112.133.214.18","1"
false,"Titoudu75","1"
false,"73.156.137.250","1"
false,"61.69.217.3","1"
false,"90.69.73.144","1"
false,"Daniel Carrero","1"
false,"Aliakbari2013","1"
false,"Jérôme POUZET","1"
false,"Flami72","1"
false,"KrakatoaKatie","1"
false,"CS81","1"
false,"Averymcinroy","1"
false,"TonyPS214","1"
false,"Call me when you get the chance","1"
false,"Coffee","1"
false,"Cs-wolves","1"
false,"AK595","1"
false,"85.211.160.166","1"
false,"90.4.54.167","1"
false,"SmokeyJoe","1"
false,"Sistere","1"
false,"Davemck","1"
false,"Therealsleepycat","1"
false,"Boston9","1"
false,"Berean Hunter","1"
false,"BlankeVla","1"
false,"GreenMeansGo","1"
false,"77.139.107.150","1"
false,"85.118.74.16","1"
false,"2003:CB:EBF1:E801:68A4:AFAC:2A5B:4E2E","1"
false,"76.68.13.218","1"
false,"Bandee0615","1"
false,"Tfjt","1"
false,"Wesleysnayt","1"
false,"2001:16B8:11AF:8000:B42D:72C7:5D9C:233B","1"
false,"Ismoon","1"
false,"109.40.3.40","1"
false,"187.210.247.12","1"
false,"Blackberry74","1"
false,"Packa","1"
false,"Agent010","1"
false,"90.173.57.54","1"
false,"Wikiwal","1"
false,"31.221.101.173","1"
false,"Galkvlad","1"
false,"Всевидяче Око","1"
false,"Хоббит","1"
false,"Tárik Savietto Feres","1"
false,"Michael Sander","1"
false,"Eddie891","1"
false,"AustinEmho","1"
false,"70.76.228.157","1"
false,"Hasselklausi","1"
false,"Pandukht","1"
false,"Pepsilamb","1"
false,"45.246.32.82","1"
false,"Marie-Noelle Aury","1"
false,"砧太郎","1"
false,"SparkPlugM","1"
false,"AssassinsCreed","1"
false,"Bahusz","1"
false,"Serhijc2","1"
false,"B Lemeux","1"
false,"Social scientific thinker","1"
false,"Mariaoterocurras","1"
false,"Riviera86","1"
false,"Holstn100","1"
false,"213.193.102.103","1"
false,"Jake Brockman","1"
false,"Artem.No","1"
false,"Злобин П.С.","1"
false,"2.35.77.120","1"
false,"Mrs. Hastings","1"
false,"94.25.228.138","1"
false,"مهرنگار","1"
false,"Ajraddatz","1"
false,"2604:6000:E840:F100:884B:62FE:F7A2:4344","1"
false,"Furiosguayzer","1"
false,"AGEN143","1"
false,"51.179.106.131","1"
false,"חזרתי","1"
false,"Yoavt","1"
false,"Metaldragon13","1"
false,"Wikijunkie","1"
false,".ResonantWin.","1"
false,"200.54.34.93","1"
false,"XX-59-40","1"
false,"ツーリン","1"
false,"90.92.104.47","1"
false,"Saschaporsche","1"
false,"Cbl62","1"
false,"SaraP98","1"
false,"93.74.191.80","1"
false,"Queenkhadijah999","1"
false,"Семён Русских","1"
false,"Tothh417","1"
false,"Slav70","1"
false,"Mraslat","1"
false,"2001:16A2:529D:B700:4838:DD3D:D2B5:916C","1"
false,"Espopovich","1"
false,"Marcelo","1"
false,"Xringspecial","1"
false,"Massy","1"
false,"Chewbacca2205","1"
false,"94.254.151.93","1"
false,"Zundark","1"
false,"87.110.90.56","1"
false,"59.190.79.117","1"
false,"8.19.241.10","1"
false,"2601:181:C401:6AD8:B5CC:7E93:7399:4216","1"
false,"Howard352","1"
false,"Marshallsumter","1"
false,"Makary","1"
false,"AntoFran","1"
false,"2806:101E:1:1241:A42E:63F7:2C5E:D94B","1"
false,"Elelch","1"
false,"Chambres","1"
false,"Eni.Sukthi.Durres","1"
false,"VateGV","1"
false,"85.152.225.38","1"
false,"Taichi","1"
false,"Pezzola","1"
false,"Turbotypo","1"
false,"BurghardRichter","1"
false,"JohnnyToxxxic","1"
false,"Guest2625","1"
false,"DatBot","1"
false,"Harfarhs","1"
false,"174.119.75.129","1"
false,"Kisarah","1"
false,"LodA","1"
false,"Danlaycock","1"
false,"PatGallacher","1"
false,"Llywrch","1"
false,"Quercus acuta","1"
false,"94.254.169.73","1"
false,"AustralianRupert","1"
false,"Akld guy","1"
false,"Bjs","1"
false,"213.87.145.41","1"
false,"釔澄","1"
false,"PotentPotables","1"
false,"2804:7F7:A693:ECF7:840:44A4:FB0D:1638","1"
false,"Sic19","1"
false,"Keres 40","1"
true,"Research Bot","979"
true,"JarBot","951"
true,"FuzzyBot","844"
true,"Mr.Ibrahembot","426"
true,"Andrebot","365"
true,"SchlurcherBot","363"
true,"KolbertBot","360"
true,"Lsjbot","320"
true,"DatBot","257"
true,"TuanminhBot","239"
true,"InternetArchiveBot","213"
true,"Dcirovicbot","146"
true,"Geograph Update Bot","145"
true,"LmaltierBot","108"
true,"SteinsplitterBot","104"
true,"Bot1058","101"
true,"Cewbot","80"
true,"QBA-bot","69"
true,"AnomieBOT","46"
true,"Paweł Ziemian BOT","46"
true,"Xqbot","36"
true,"InceptionBot","35"
true,"QuickStatementsBot","20"
true,"OrlodrimBot","19"
true,"COIBot","14"
true,"ZéroBot","13"
true,"Krdbot","12"
true,"Wikisource-bot","12"
true,"Rezabot","11"
true,"JoRobot","11"
true,"Filedelinkerbot","10"
true,"Baboona","10"
true,"MauroBot","9"
true,"Fatemibot","8"
true,"RMCD bot","7"
true,"Legobot","7"
true,"Discasto","6"
true,"Cydebot","6"
true,"UTRSBot","6"
true,"EmausBot","6"
true,"CommonsDelinker","6"
true,"UkrFaceAuto","6"
true,"MBHbot","5"
true,"DeltaQuadBot","5"
true,"Loveless","5"
true,"MusikBot","5"
true,"AeroBot","5"
true,"Jembot","4"
true,"AkBot","4"
true,"Cyberbot I","4"
true,"Duysinging2002","4"
true,"Oxfordian Kissuth","4"
true,"NewsBots","4"
true,"Աշբոտ","3"
true,"SineBot","3"
true,"Number 57","3"
true,"PLbot","3"
true,"FlickreviewR 2","3"
true,"Aavitus","3"
true,"AvicBot","3"
true,"GnuBotmarcoo","3"
true,"Amalthea (bot)","2"
true,"Penny Richards","2"
true,"AKBot","2"
true,"Flow talk page manager","2"
true,"Hmains","2"
true,"Salebot","2"
true,"HerculeBot","2"
true,"ArnauBot","2"
true,"UWCTransferBot","1"
true,"EarwigBot","1"
true,"Edoderoobot","1"
true,"Mathbot","1"
true,"DeltaBot","1"
true,"Acebot","1"
true,"Man77","1"
true,"Revert-Statistik","1"
true,"PastilleBot","1"
true,"TshrinivasanBOT","1"
true,"Uncle Milty","1"
true,"Dibot","1"
true,"Charan Gill","1"
true,"MalarzBOT","1"
true,"TaxonBota","1"
true,"Josvebot","1"
true,"PatruBOT","1"
true,"SeulojaBot","1"
true,"RussBot","1"
true,"EstatBot","1"
true,"Ops Monitor (WMF)","1"
true,"Reinheitsgebot","1"
true,"FNBot","1"
true,"CoBot","1"
true,"ZkBot","1"
true,"NapalmBot","1"
true,"ListeriaBot","1"
