"count","bot","edit_ts"
"43",false,"14:36"
"1078",false,"14:37"
"884",false,"14:38"
"891",false,"14:39"
"500",false,"14:40"
"18",true,"14:36"
"586",true,"14:37"
"581",true,"14:38"
"637",true,"14:39"
"382",true,"14:40"
